\N	salt	-0.242023771839662	0.0949971298465125	0.2108	1.5707963267949	5.69445328794179E-17	1.19442783764719	0.05	0.03	0.05	0.05
\N	salt	-0.255021275338721	0.0506370411772287	0.2108	1.5707963267949	6.00298392574062E-17	1.37245142135061	0.05	0.03	0.05	0.05
\N	salt	-0.259957866414505	0.00467637720785968	0.2108	1.5707963267949	6.12176754090596E-17	1.55047500505404	0.05	0.03	0.05	0.05
\N	salt	-0.256677505425701	-0.0414321013588627	0.2108	1.5707963267949	6.04704952779601E-17	1.72849858875745	0.05	0.03	0.05	0.05
\N	salt	-0.245283880594448	-0.086230961580518	0.2108	1.5707963267949	5.78119163195265E-17	1.90652217246088	0.05	0.03	0.05	0.05
\N	salt	-0.226137130547713	-0.128304165958158	0.2108	1.5707963267949	5.33259729819666E-17	2.0845457561643	0.05	0.03	0.05	0.05
\N	salt	-0.199842460773205	-0.166321831659833	0.2108	1.5707963267949	4.71544604795494E-17	2.26256933986772	0.05	0.03	0.05	0.05
\N	salt	-0.167231013809795	-0.199082266499857	0.2108	1.5707963267949	3.9492452818297E-17	2.44059292357114	0.05	0.03	0.05	0.05
\N	salt	-0.129333597842483	-0.22554995296761	0.2108	1.5707963267949	3.05821367438514E-17	2.61861650727456	0.05	0.03	0.05	0.05
\N	salt	-0.0873481041090682	-0.244888279676924	0.2108	1.5707963267949	2.07051565129294E-17	2.79664009097799	0.05	0.03	0.05	0.05
\N	salt	-0.0426016430146874	-0.256485985634734	0.2108	1.5707963267949	1.01737114608308E-17	2.97466367468141	0.05	0.03	0.05	0.05
\N	salt	-0.254739514845325	0.0799798698196502	0.2708	1.5707963267949	5.84186570129617E-17	1.26657528818428	0.05	0.03	0.05	0.05
\N	salt	-0.266923741602434	-0.00638092226539044	0.2708	1.5707963267949	6.1212829579098E-17	1.59469718755921	0.05	0.03	0.05	0.05
\N	salt	-0.25062681014519	-0.0920608605024256	0.2708	1.5707963267949	5.74755026483209E-17	1.92281908693415	0.05	0.03	0.05	0.05
\N	salt	-0.207587627175767	-0.16791776869508	0.2708	1.5707963267949	4.76054545345235E-17	2.25094098630909	0.05	0.03	0.05	0.05
\N	salt	-0.142398537205037	-0.225857602488527	0.2708	1.5707963267949	3.26558339768354E-17	2.57906288568402	0.05	0.03	0.05	0.05
\N	salt	-0.0620153125976437	-0.259698095879459	0.2708	1.5707963267949	1.42217876107407E-17	2.90718478505896	0.05	0.03	0.05	0.05
\N	salt	-0.254739514845326	0.0799798698196502	0.3448	1.5707963267949	-5.84186570129617E-17	-1.87501736540551	0.05	0.03	0.05	0.05
\N	salt	-0.266923741602434	-0.00638092226539055	0.3448	1.5707963267949	-6.1212829579098E-17	-1.54689546603058	0.05	0.03	0.05	0.05
\N	salt	-0.25062681014519	-0.0920608605024258	0.3448	1.5707963267949	-5.74755026483209E-17	-1.21877356665564	0.05	0.03	0.05	0.05
\N	salt	-0.207587627175768	-0.167917768695081	0.3448	1.5707963267949	-4.76054545345235E-17	-0.890651667280706	0.05	0.03	0.05	0.05
\N	salt	-0.142398537205037	-0.225857602488528	0.3448	1.5707963267949	-3.26558339768354E-17	-0.562529767905775	0.05	0.03	0.05	0.05
\N	salt	-0.0620153125976436	-0.259698095879459	0.3448	1.5707963267949	-1.42217876107407E-17	-0.234407868530838	0.05	0.03	0.05	0.05
